"About the data: Exported on Oct 14, 2022. Criteria: '""digital divide*"" OR ""digital inequalit*"" OR ""digital gap*""' in title and abstract; Publication Year is 1999 or 2000 or 2001 or 2002 or 2003 or 2004 or 2005 or 2006 or 2007 or 2008 or 2009 or 2010 or 2011; Fields of Research (ANZSRC 2020) is 38 Economics or 35 Commerce, Management, Tourism and Services or 46 Information and Computing Sciences; Publication Type is Article or Chapter or Proceeding. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
793,pub.1041044173,10.1108/13287260810897738,,,Barriers to ICT adoption in SMEs: how to bridge the digital divide?,"The purpose of this paper is to report findings of a study conducted on micro and small enterprises (SMEs) from selected regions of Spain, Portugal and Poland, and to compare them with the results of a similar survey carried out in California (USA). The European and US research studies focus on issues regarding the use of information and communication technology (ICT) solutions by SMEs and digital divide phenomena which exist between SMEs and large corporations. The data collected during face‐to‐face interviews with SMEs' owner–managers and employees from Spain, Portugal, Poland and the USA were used for making a comparative analysis based on descriptive statistical methods. Analyzing the barriers that discourage SMEs from using information and communication technology (ICT) and e‐Business solutions in their business processes made it possible to identify the reasons for SMEs being on the “wrong side” of the digital divide. The paper argues that the main barrier to better utilization of ICT and e‐Business, and thus the main reason why SMEs face a digital divide, is not so much the lack of access to information technology (“material access” barrier) as the lack of proper knowledge, education and skilled owner‐managers and employees within the enterprise (“skills access” barrier). As long as European SMEs do not realize this fact, so long will the scale of the digital divide in Europe continue to grow. The main limitation of the approach presented in this paper is related to the sample differences between Spain, Portugal, Poland and the USA. This made it impossible to carry out precise comparative statistical analysis of the results. Despite these methodological imperfections, it was possible to put forward certain recommendations on the directions of activities focusing on enhancing e‐Business adoption in SMEs. The main conclusion is that the actions aimed at bridging the digital divide in SMEs should concentrate on overcoming the “skills access” and “usage access” barriers within SMEs, not the material ones. The comparison of the way these problems are perceived by European and US owner‐managers is an added value of the paper, which brings new content to the existing discussion on barriers to the implementation of ICTs in SMEs. This approach is a step forward in analyzing the determinants and the mechanism of the digital divide within SMEs and has the potential to diminish the scale of this problem.",,Journal of Systems and Information Technology,,,2008-08-15,2008,,2008-08-15,10,2,93-108,Closed,Article,"Arendt, Lukasz","Arendt, Lukasz (Department of Economic Policy, University of Łódź Łodz, Poland)",,"Arendt, Lukasz (University of Łódź)",80,25,,19.06,,https://app.dimensions.ai/details/publication/pub.1041044173,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 3507 Strategy, Management and Organisational Behaviour; 46 Information and Computing Sciences; 4609 Information Systems",
793,pub.1061404110,10.1109/mic.2011.85,,,A Growing Digital Divide: Internet Freedom and the Negative Impact of Command-and-Control Networking,"There is a growing consensus that communications is a fundamental right. However, achieving digital equality in the broadband age has become considerably more complex than just universal access. This article offers a more nuanced perspective on the widening digital divide that's centered on a user's utility of a broadband connection and outlines networking technologies that place control in users' hands.",,IEEE Internet Computing,,,2011-06-27,2011,2011-06-27,,15,4,75-79,Closed,Article,"Meinrath, Sascha D.; Losey, James; Lennett, Benjamin","Meinrath, Sascha D. (); Losey, James (); Lennett, Benjamin ()",,"Meinrath, Sascha D. (); Losey, James (); Lennett, Benjamin ()",6,1,,3.65,,https://app.dimensions.ai/details/publication/pub.1061404110,46 Information and Computing Sciences; 4610 Library and Information Studies,
792,pub.1061051123,10.1108/info.2002.27204cab.001,,,Should we try to bridge the global digital divide?,,,Info,,,2002-06-01,2002,,2002-06-01,4,3,,Closed,Article,"Kenny, Charles","Kenny, Charles ()",,"Kenny, Charles ()",3,0,,0.66,,https://app.dimensions.ai/details/publication/pub.1061051123,38 Economics; 3801 Applied Economics,
792,pub.1104027324,10.18848/1832-3669/cgp/v02i02/55605,,,Digital Divide: Access vs. Appropriation,,,The International Journal of Technology Knowledge and Society,,,2006,2006,2006,2006,2,2,111-120,Closed,Article,"Anchan, John P.","Anchan, John P. ()",,"Anchan, John P. ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1104027324,44 Human Society; 4410 Sociology; 46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies,
792,pub.1063750837,10.1177/016555150102700604,,,Low-cost computing and related ways of overcoming the global digital divide,,,Journal of Information Science,,,2001-12,2001,2016-07-01,2001-12,27,6,385-392,All OA; Green,Article,"James, Jeffrey","James, Jeffrey (Tilburg University, The Netherlands, m.j.james@kub.nl)",,"James, Jeffrey (Tilburg University)",17,0,,6.87,https://pure.uvt.nl/ws/files/460162/Low-cost.pdf,https://app.dimensions.ai/details/publication/pub.1063750837,46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies,
792,pub.1100731532,10.17705/1jais.00073,,,Is There a Global Digital Divide for Digital Wireless Phone Technologies?,,,Journal of the Association for Information Systems,,,2005-12,2005,2005-12,,6,12,338-382,All OA; Bronze,Article,"Techatassanasoontorn, Angsana; Kauffman, Robert","Techatassanasoontorn, Angsana (); Kauffman, Robert ()",,"Techatassanasoontorn, Angsana (); Kauffman, Robert ()",57,4,,9.52,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1462&context=jais,https://app.dimensions.ai/details/publication/pub.1100731532,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 46 Information and Computing Sciences; 4609 Information Systems",
792,pub.1072896576,10.5465/amp.2006.23270314,,,Crossing the Digital Divide: Do All Global Citizens Have Their Passports?,,,Academy of Management Perspectives,,,2006-11,2006,,2006-11,20,4,118-119,Closed,Article,"Santora, Joseph C.","Santora, Joseph C. (Visiting Professor, hbs-heilbronn businessschool, Heilbronn, Germany)",,"Santora, Joseph C. ()",3,0,,0.7,,https://app.dimensions.ai/details/publication/pub.1072896576,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour; 44 Human Society; 4407 Policy and Administration",
792,pub.1043619915,10.1016/j.giq.2008.11.004,,,Social welfare implications of the digital divide,"The Internet plays a critical role in informing individuals about society, politics, business, and the environment. So much so that it has been said that the digital divide makes the segment of society on the “right side” of the divide (the digitally endowed group) better off and that on the “wrong side” (the digitally challenged group) worse off. This is not always true, however, in a social choice situation where members of a society collectively choose one alternative from a set of alternatives. To identify conditions when this does not hold, a model of the digital divide is setup in which the digitally endowed group receives better information than the digitally challenged group. Preferences of all individuals over outcomes are distributed over a scale. This distribution is correlated with the digital divide: the outcome preferred by the digitally endowed group differs from that preferred by the other group. The alternative chosen by majority becomes the choice of the overall society. The ensuing analysis shows that individuals located centrally on the preference scale are sensitive to information about the state. The choice of centrally located digitally challenged individuals, made on a lack of information, makes the digitally challenged group worse off as has been predicted before. In some cases, the digitally endowed group is worse off as well. In the case of highly polar alternatives, social welfare decreases due to the welfare loss of the digitally endowed group. Results suggest that policymakers must manage the digital divide in a customized manner depending on the preferences context. They should not only focus on improving the welfare of the digitally challenged, but also focus on the welfare of the digitally endowed group so that this welfare does not decrease.",,Government Information Quarterly,,,2009-04,2009,,2009-04,26,2,377-386,Closed,Article,"Kim, Eunjin; Lee, Byungtae; Menon, Nirup M.","Kim, Eunjin (Kyonggi University, Korea 94-6, Yiui-dong, Yeongtong-gu, Suwon, Republic of Korea); Lee, Byungtae (Graduate School of Management of KAIST 207-43, Cheongryangri-dong, Dongdaemun-gu, Seoul, Republic of Korea); Menon, Nirup M. (George Mason UniversityFairfax, VA 22030, USA)","Kim, Eunjin (Kyonggi University)","Kim, Eunjin (Kyonggi University); Lee, Byungtae (); Menon, Nirup M. (George Mason University)",15,2,,3.95,,https://app.dimensions.ai/details/publication/pub.1043619915,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 44 Human Society; 4407 Policy and Administration; 46 Information and Computing Sciences; 4609 Information Systems",
791,pub.1002916291,10.1108/00012530610687669,,,Defining the digital divide: the role of e‐readiness indicators,"Purpose To show how e‐readiness indicators, specifically the Networked Readiness Index (NRI), participate in the work of defining policy problems.   Design/methodology/approach The article critically examines the Networked Readiness Index in terms of its presentation and its underlying model. It relies on an approach to policy analysis that views policy problems as socially constructed.   Findings E‐readiness assessment tools purport to show how ready the nations of the world are to exploit the potential of new information and communication technologies. Yet they do more than that; being actively engaged in constructing policy problems. In the case of the NRI, the problem of the international digital divide is defined in a particular way that privileges certain interests while at the same time legitimatizing its inclusion on the agenda of international organizations as a problem worthy of sustained attention.   Practical implications The findings of the article suggest a need for alternative indicators that register the voices of a wider range of groups and could therefore create a more inclusive digital divide policy problem.   Originality/value Little critical (as opposed to technical) analysis of e‐readiness indicators exits in the literature. By focusing on these tools, the article contributes to the debate surrounding the issue of the digital divide.",,Aslib Journal of Information Management,,,2006-07-01,2006,,2006-07-01,58,4,276-291,All OA; Green,Article,"Luyt, Brendan","Luyt, Brendan (Division of Information Studies, School of Communication and Information Studies, Nanyang Technological University, Singapore)",,"Luyt, Brendan (Nanyang Technological University)",20,3,,13.55,https://dr.ntu.edu.sg/bitstream/10356/90710/1/3.%20Defining%20the%20digital%20divide%20the%20role%20of%20e-readiness%20indicators.pdf,https://app.dimensions.ai/details/publication/pub.1002916291,46 Information and Computing Sciences; 4610 Library and Information Studies,
791,pub.1022709934,10.1002/asi.21430,,,Google and the Digital Divide: The Bias of Online Knowledge,,,Journal of the Association for Information Science and Technology,,,2010-12-15,2010,2010-12-15,2010-12,61,12,2586-2587,Closed,Article,"Kvasny, Lynette","Kvasny, Lynette (Pennsylvania State University, 329C IST Building, University Park, PA 16802)",,"Kvasny, Lynette (Pennsylvania State University)",1,0,,,,https://app.dimensions.ai/details/publication/pub.1022709934,46 Information and Computing Sciences,
791,pub.1072710664,10.5210/fm.v6i5.860,,,Policy bridges for the digital divide: Assessing the landscape and gauging the dimensions,,,First Monday,,,2001-05-07,2001,2001-05-07,,6,5,,Closed,Article,"Baker, Paul M.A.","Baker, Paul M.A. ()",,"Baker, Paul M.A. ()",11,1,,4.28,,https://app.dimensions.ai/details/publication/pub.1072710664,"46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies; 47 Language, Communication and Culture; 4701 Communication and Media Studies",
791,pub.1104027319,10.18848/1832-3669/cgp/v02i02/55592,,,Equity and the Digital Divide,,,The International Journal of Technology Knowledge and Society,,,2006,2006,2006,2006,2,2,149-154,Closed,Article,"Pacino, Maria A.","Pacino, Maria A. ()",,"Pacino, Maria A. ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1104027319,44 Human Society; 4410 Sociology; 46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies,
791,pub.1072710776,10.5210/fm.v7i8.977,,,The Second-Level Digital Divide of the Web and Its Impact on Journalism,,,First Monday,,,2002-08-05,2002,2002-08-05,,7,8,,Closed,Article,"Loosen, Wiebke","Loosen, Wiebke ()",,"Loosen, Wiebke ()",7,0,,2.58,,https://app.dimensions.ai/details/publication/pub.1072710776,"46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies; 47 Language, Communication and Culture; 4701 Communication and Media Studies",
790,pub.1041292375,10.4018/978-1-59140-553-5.ch548,,,Web-Based Distance Learning and the Second Digital Divide,"In no field have we witnessed a greater impact of emerging technologies than in that of distance learning. Correspondence courses using printed material and postal mail have been replaced by Web-based courses with the potential to make learning available to anyone, anywhere at anytime. This potential cannot be realized, however, unless two digital divides are eliminated. Some people are on the wrong side of the first “digital divide” between the technology “haves” and the technology “have-nots”. The benefits of technology are less available to those who are poor, who live in rural areas, who are members of minority racial or ethnic groups, and/or who have disabilities (Kaye, 2000; U.S. Department of Commerce, 1999). Lack of access to new technologies limits their options for taking and teaching technology-based courses. This is true for individuals with disabilities, even though the rapid development of assistive technology makes it possible for an individual with almost any type of disability to operate a computer (2003 Closing the Gap Resource Directory, 2003). Unfortunately, many people with disabilities still do not have access to these empowering tools, putting them on the “have not” side of the first digital divide.",,,"Encyclopedia of Information Science and Technology, First Edition",,2005,2005,,,,,3079-3084,Closed,Chapter,"Khosrow-Pour, Mehdi; Burgstahler, Sheryl","Khosrow-Pour, Mehdi (); Burgstahler, Sheryl (University of Washington, USA)",,"Khosrow-Pour, Mehdi (); Burgstahler, Sheryl (University of Washington)",2,2,,0.41,,https://app.dimensions.ai/details/publication/pub.1041292375,46 Information and Computing Sciences; 4608 Human-Centred Computing,4 Quality Education
